Buy Date,Buy Price,Sell Date,Sell Price,Shares,Profit,Return,Assumption
2025-08-06,1.5,2025-10-17,2.18,666,459.53999999999996,0.45953999999999995,Hindsight optimum executed by backtrader; no fees or slippage
